samosas,	appetizers	indian,_lb very_lean ground_beef cardamom seed optional medium onion chopped water fresh_ginger root ciliantro leaves chopped cloves_garlic allpurpose_flour cumin_seed vegetable_shortening salt optional water_approximately chili_powder liquid egg_substitute cinnamon_stick,0
veal normande,	meats	main dish	entertain	easy,butter brandy shallots can cream mushroom_soup oil milk thinly_sliced veal_cutlets tart_apple peeled sliced halved chicken_breasts freshly cooked_wild rice,0
beef roasted in salt crust,	beef,coarse_kosher salt standing_rib roast trimmed,0
black bean soup rum,	soups	vegetables	south ameri,onion chopped celery chopper beef_broth parsley dark_rum fresh_thyme lemon_juice to_taste bay_leaf garnishes,0
blackberry jam cake caramel icing,	desserts,unsalted_butter baking_soda sugar raisins dates chopped eggs beaten pecans chopped flour plus tbsp blackberry_jam seedless allspice ossible cloves ground icing,0
catalan rice,	shellfish	casseroles,fish_stock squid saffron_threads longgrained_rice dry_white wine blanched_almonds lard pine_nuts _lb chorizo cut_into inch garlic_cloves minced ices artichoke_hearts drained pork_loin in_inch dice anned onion thinly_sliced clams mussels scrubbed green_bell peppers julienne peas tomatoes peeled seeded pimientos julienned chopped fresh_parsley minced,0
chicken pie biscuit crust,	chicken,filling,0
chocolate raspberry almond torte,	desserts	chocolate,blanched_almonds toasted raspberries htly glaze,0
coffee almond ice cream cake,	desserts	chocolate,chocolate_wafer crumbs abou vanilla cookies amaretti crushed italian unsalted_butter melted mond macaroons coffee_ice cream slightly almonds sliced and toasted ftened dark_chocolate sauce see_re heavy_cream well_chilled ipe,0
cold buttermilk shrimp soup,	shellfish	soups,buttermilk cucumber peeled seeded english_style dry_mustard finely_chopped salt fresh_chives minced sugar additional shrimp and cucumb _lb cooked_shrimp peeled devei slices for_garnish and chopped,0
croutes au fromage,	cheese	appetizers,flour grated salt heavy_cream cayenne_pepper egg beaten_lightly unsalted_butter cut_into swiss_cheese finely shredde sharp_cheddar cheese coarse butter softened,0
deep chocolate torte coffee buttercream,	desserts	chocolate,cake_layers,0
fillet of beef cornichon tarragon sauce,	beef	french,fillet_of beef about shallots minced tied room_temp dry_white wine olive_oil fresh_tarragon minced unsalted_butter softened heavy_cream dijon_mustard cornichons julienned,0
gourmets boston baked beans,	vegetables	side dish	american,dried_navy beans picked ove dry_mustard english_style and_rinsed paprika salt pork onion grated molasses,0
gourmets chicken tetrazzini,	chicken	italian,chicken cut_in pieces heavy_cream _lb mushrooms thinly_sliced medium dry_sherry unsalted_butter nutmeg to_taste _lb spaghetti parmesan_cheese grated flour,1
gourmets clarified butter,	basic,unsalted_butter cut_in pieces,0
gourmets lobster newburg,	shellfish	casseroles,lobsters about nutmeg cayenne_pepper unsalted_butter egg_yolks well_beaten medium dry_sherry toast_points as_an accompani brandy ent heavy_cream,0
granny smith apple pie,	desserts,shortening pie_dough,0
ham mousse in sherry aspic,	pork,for_the aspic,0
hot onion squares,	breads,onion very_thinly sliced salt lard milk cayenne_pepper to_taste egg bread_flour sour_cream baking_powder,0
james beards lamb shanks beans,	meats	vegetables,dried beans olive_oil onions lamb_shanks meaty cloves rosemary crumbled bay_leaf beef_broth garlic_cloves dry red_wine salt bacon lean unsalted_butter dry_bread crumbs,0
lemon caramel custard,	desserts,sugar egg_yolks cream_of tartar fresh lemon_juice milk lemon_zest heavy_cream vanilla eggs,0
lindys cheesecake,	desserts	cheesecakes,crust,0
mahogany duck,	poultry,ducks dark_brown sugar packed marinade,0
pai chiao hsia chiu shrimp balls,	appetizers	shellfish	oriental,white_bread crusts_removed gingerroot minced inch_cubes scallion minced shrimp shelled deveined salt insed cornstarch water_chestnuts blanched peanut corn oil_for fryin inely_chopped egg_white beaten_lightly coarse_salt lard finely_chopped szechwan_peppercorns crushe rice_wine lightly_toasted,0
pasta tomatoes white beans pepperoni,	pasta	italian,garlic_clove thinly_sliced oregano crumbled olive_oil hot red_pepper flakes onion chopped white beans canned drained pepperoni coarsely_chopped rinsed_well plum_tomatoes with juice fresh_parsley minced opped tubular_pasta basil crumbled parmesan_cheese grated,1
pickled shrimp,	appetizers	shellfish,crab_boil tied_in cheese salt olive_oil shrimp peeled deveined onion sliced_thin white_vinegar bay_leaves celery seeds,0
red  black raspberry pudding cake,	desserts,sugar sugar cornstarch egg beaten_lightly frozen red raspberries vanilla flour lemon_juice baking_powder fresh black raspberries salt unsalted_butter softened milk,0
saffron butter sauce,	sauces,saffron_threads crumbled heavy_cream shallot minced unsalted_butter cold cut white_wine vinegar pieces dry_white wine,0
scallop green bean terrine,	shellfish	first cours	french,sea_scallops rinsed inch_pieces egg_white lightly_beaten unsalted_butter softened salt creme_fraiche white pepper to_taste parmesan_cheese grated nutmeg tomato_coulis see_recipe _lb green_beans trimmed cut,0
soupe a loignon au fromage french onion soup,	soups	french	vegetables,onions thinly_sliced french_bread inch_thick unsalted_butter toasted flour gruyere_cheese coarsely_gra beef_broth,0
tarte au citron,	desserts,pate_sucree recipes see_re eggs ipe sugar raw_rice for_weighting shell lemon_zest lemon_juice,0
veal birds paprika,	meats,onion finely_chopped white veal_stock mushrooms finely_chopped tomato_puree unsalted_butter paprika dry_bread crumbs fine buttered_noodles for accompa basil crumbled iment veal_cutlets about inch sour_cream hick,0
wild rice amandine en casserole,	side dish	rice,onion chopped wild_rice rinsed_well and fresh_chives finely_chopped ained shallot finely_chopped chicken_broth heated green_bell pepper finely_ch salt pepper_to taste_pped blanched_almonds slivered olive_oil,0
better than sex cake,	cakes	desserts,duncan_hines chocolate pudding_mix butter_or deep chocolate sour_cream cake_mix eggs pecans toasted chopped coffee oz_pkgs semisweet_choc vanilla divided chips divided water pkg_instant chocolate oil,0
red-cooked eggs,	chinese	eggs	appetizers,eggs sesame_oil brown_sugar hoisin_sauce dark_soy sauce oyster_sauce chicken_broth,0
german pancake,	breakfast,flour eggs slightly_beaten milk pinch nutmeg,0
classic barbecued spareribs,	chinese	pork	appetizers,spareribs in_one piece breastbone have the_butcher trim the plum_sauce fat and discard_the chicken_broth sugar soy_sauce medium garlic oney corn_syrup chopped_fine hoisin_sauce cinnamon wine_vinegar tiny spice_powder dry_sherry optional shaoshing_wine plum_sauce scallion chopped,0
greek stuffed tomatoes,	greek	vegetables	side dish,olive_oil _lb feta_cheese crumbled onion diced salt to_taste spinach chopped and cooked pepper to_taste dried_basil tomatoes firm and with bread_crumbs insides scooped_out egg,0
"""blue"" fettuccine",	pasta,danish_blue cheese danish_blue castello cheese hilled marinated dried tomatoes green fettuccine spinach egg_noodles minced_shallots garlic_clove minced dry_white wine finely_chopped fresh_basil tsp dried_basil chopped fresh_parsley,0
"""grilled"" apple crisp",	desserts	fruits	barbecue,pie_filling apple cherry sugar brown packed cinnamon nutmeg lemon_juice cake_mix yellow approx cups butter_or margarine cut_in this slices whipped_topping ice_cream,0
"""irish coffee"" pudding",	irish	desserts,eggs sugar very_strong coffee powdered gelatine irish_whiskey whipping_cream crushed walnuts,0
"""some like it hot"" cheese ball",	appetizers	mine	spicy,softened cream_cheese grated_chedder cheese grated onion milk worcestershire_sauce minced seeded jalapeno peppr minced seeded red_bell peppr minced pepperoni chili_powder,0
lebanese  doughnuts  awwamath,,flour yogurt laban yeast salt water pan and oil_for deep_frying syrup,0
ginger lemon stir-fry,	vegetarian	asian	stir-fry,water cornstarch lemon_juice honey fresh_ginger grated miso canola_oil medium onion broccoli chopped tempeh _lb mushrooms _lb snow_peas sliced can water_chestnuts drained and sliced mirin low_sodium soy_sauce,0
chili,	ethnic	soups,pinto_beans dried water lard bacon_drippings onion pork sausagecountrystyle beef coarse_grind garlic_cloves anise coriander_seeds fennel_seeds cloves ground cinnamon_stick ground black_pepper freshly_ground paprika nutmeg ground whole cumin oregano dried pref mexican sesame_seeds almonds blanched skins remov red_chiles whole dried or_hile caribe milk chocolate small_pieces tomato_paste vinegar lemon_juice soft tortilla chopped salt,0
beer bread,	bread,oz_can room_temp full strength beer any_brand sugar self_rising flour,0
cake,	cakes	desserts,marshmellows cut_up cherries red green chopped_walnuts graham_wafers crushed eagle_brand milk,0
cake filling  topping by james bea,	icing,orange_juice strained lemon_juice sugar granulated orange_rind finely grated,0
creamy chicken noodle casserole,	poultry etc	pastanoodle	casseroles,vegetable_oil onion chopped garlic_cloves minced salt pepper dried_thyme small fresh_mushrooms halve chicken_breasts boneless skinless chicken_stock cornstarch canned evaporated_milk canned evaporated_milk broad_egg noodles frozen_peas dijon_mustard,0
mushroom  veal pot pie,	veal	pastry*pies,stewing_veal allpurpose_flour salt pepper vegetable_oil onion chopped garlic_clove minced carrots chopped mushrooms sliced dried_sage beef_stock dry_vermouth optl tomato_paste worcestershire_sauce frozen_peas allpurpose_flour fresh_parsley chopped baking_powder baking_soda salt pepper butter cold plain_lowfat yogurt,0
shrimp casserole,	fish*shell	casseroles,longgrain_rice egg_white fresh_parsley chopped butter garlic_clove minced fresh_mushrooms sliced celery sliced green onion chopped dried_dillweed salt pepper raw unpeeled shrimp allpurpose_flour milk gruyre shredded lemon_rind grated fresh bread_crumbs,0
german sweet choc cream pie,	cakes	chocolate	german,package german_sweet chocolate ilk ugar ackage cream_cheese oftened hipped topping thawed inch graham_cracker pie crust,0
good cookies,	cookies,sugar brown_sugar butter softened oil egg salt cream_of tartar vanilla rice_krispies oatmeal flour,0
year old pate,	appetizers	poultry,chicken_livers _lb bacon_cooked crisp and crumbled chicken_stock preferred bouillon white yellow_onion cut_into stalks_celery with_tops cut_into sections bell_pepper clove_garlic peeled sliced heaping thyme sage pinch rosemary small bay_leaf crushed peppercorns to_taste salt to_taste none with bouillon dijon_mustard dry_white wine for change try dry_sherry _lb sweet cream butter adjust salt salted_butter is_used,0
crunch bread machine regular loaf,	breads	breadmakers,water white_bread flour salt honey molasses gluten olive_oil seeds yeast fast_rise machine_or yeast active_dry,0
parmesan chicken,	meats	chicken	cheese	breads,boneless chicken_breast halves about pounds parkay_margarine melted kraft grated parmesan_cheese dry_bread crumbs each dried_oregano leaves and parsley_flakes each paprika salt and black pepper,0
whole wheat bread,	breads	abm,dry_yeast sunflower_seeds sesame_seeds poppy_seeds rolled_oats salt whole_wheat flour olive_oil honey warm_water,0
whole wheat bread machine large loaf,	breads	breadmakers,water wheat_bread flour dry milk salt butter honey gluten molasses yeast fast_rise machine_or yeast active_dry,0
island dressing,	dressings	salads,egg hard_boiled mayonnaise milk ketchup green hamburger_relish chopped green pepper dehyrated onion flakes,0
cookiemix,	mixes	oamc	cookies,flour sugar baking_powder salt plus tbsp butter_or argarine softened,0
cajun fried potatoes,	side dishes,white potatoes unpared scrubbed boiling salted_water salt ground white pepper ground_black pepper onion powder garlic_powder ground_cumin ground cayenne_pepper about oil for_frying,0
-- almond  poppy  seed  bread,	b	r	e	a,flour sugar salt baking_powder poppy_seed eggs milk oil vanilla almond_extract,0
meatloaf,	main dish	meats,hamburger evaporated_milk onion soup_mix,0
cake vanilla cream cheese frost,	cakes	desserts,flour baking_powder baking_soda salt ground_cinnamon eggs sugar oil grated raw carrots canned crushed_pineapple drained chopped_nuts butter_or margarine cream_cheese softened vanilla powdered_sugar sifted,0
maple candy,	candies,maple_sirup cream butter nut_meats chopped lemon extract,0
corn fritters,	corn	sidedish	desserts,pkg green_giant frozen cream style_corn oil_for deep_frying flour yellow_cornmeal baking_powder instant_minced onion salt eggs,0
bean  winter squash not chili,	bean/legume	soups/stews,bean mixture soaked_overnight and_drained water canola_oil red onion diced green red_bell pepper seeded_and diced stalks_celery diced cloves_garlic minced peeled_and diced_butternut squash _oz can_stewed tomatoes tomato_paste dried_oregano chili_powder cumin black_pepper salt,0
super sundae pie,	desserts	pies	kooknet,vanilla_ice cream keebler_ready crust_graham cracker_pie crust smucker strawberry topping smucker chocolate sundae syrup chopped_nuts whipped_topping nondairy_whipped topping maraschino_cherries,0
oz ziti noodles,	m	a	i	n	d,ground_beef _oz ricotta_cheese parmesan_cheese chopped parsley egg slightly_beaten salt pepper jar_spaghetti sauce shredded_mozzarella cheese,0
salad,	salads	elvis,lemon gelatin lime gelatin hot mayonnaise cottage_cheese crushed_pineapple,0
baked bean sandwich,	heritage	sandwiches,baked_beans walnuts chopped celery chopped onion minced salt pickle chopped catsup buttered whole_wheat bread,0
winning recipe chili mexican,	ethnic	chili,beef_brisket cubes lean_pork ground large onion chopped_fine wesson_oil garlic_cloves minced diced green_chilies tomato_sauce salt and pepper_to taste beef_bouillon cube budweiser_beer water chili_powder ground_cumin dry_mustard brown_sugar oregano pinch,0
world champion butterfield stageline chi,	chili	beef	pork	vegetables	main dish,onions minced lean_beef brisket fine_chop oil cloves_garlic minced ground pork whole green_chiles minced _oz tomato_sauce whole_tomatoes fine_chop cumin salt oregano dry_mustard tequila beer chili_powder jars beef_bouillon cubes,0
world championship butterfield stageline,	chili,medium_onions minced lean_beef brisket finely_ch oil cloves_garlic minced ground pork whole green_chiles tomato_sauce whole_tomatoes finely_chopp cumin salt oregano dry_mustard tequila can_beer jar chili_powder beef_bouillon cubes,0
winner butter crisps,	cookies	holiday,unsalted_butter at_room temperature granulated_sugar egg_yolks grated_lemon rind lemon_juice cherry liqueur kirsch salt allpurpose_flour colored_sugar crystals lain pearl sugar crystals,0
winner coconut joys,	cookies	holiday,butter confectioners sugar flaked_coconut milk semisweet_chocolate melted,0
winner praline cookies,	cookies	holiday,butter packed_brown sugar egg flour vanilla chopped_pecans,0
winner sirups kager danish brown spice,	cookies	holiday,butter_or margarine softened sugar dark_corn syrup cinnamon ground cloves baking_soda mixed_with water flour cups,0
place pat egans christmas tree coo,	cookies	holiday,flour sugar butter_or margarine oftened baking_powder salt almond_extract egg green sugar crystals about confetti nonpareil candy decorations optional,0
place melt aways,	cookies	holiday,unsalted softened butter sifted_confectioners sugar vanilla sifted_cake flour salt chopped_pecans confectioners sugar,0
place cinnamon toffee bars,	cookies	holiday,unsalted_butter softened packed_brown sugar egg vanilla ground_cinnamon salt allpurpose_flour egg_white beaten butter cold allpurpose_flour sugar colored_sugar for_garnish,0
honorable mention dotties mexican wedd,	cookies	holiday,butter softened confectioners sugar allpurpose_flour salt vanilla chopped_pecans confectioners sugar for garnish,0
ics world championship bowl of red,	chili,top_round steak cubed onions grated garlic_cloves minced chicken_broth tomato_paste gebhardt_chili powder ground_cumin tabasco_sauce water,0
place nut crescents,	cookies	holiday,unsalted softened butter_or margarine confectioners sugar egg_yolks flour sifted_before measuring ground finely crushed almonds pecans walnuts egg_whites ground finely crushed almonds pecans walnuts granulated_sugar confectioners sugar for sprinkling,0
place shortbread sheep,	cookies	holiday,unsalted softened butter sugar flour salt,0
place caramel pecan treasures,	cookies	holiday,butter softened lightly_packed light brown_sugar vanilla allpurpose_flour baking_powder semisweet_chocolate chips vegetable_shortening caramels cut_in half rolled into balls finely_chopped pecans,0
place christmas ginger cookies,	cookies	holiday,unsalted_butter or_argarine softened granulated_sugar egg dark_corn syrup grated_orange rind water allpurpose_flour baking_soda cinnamon ground_ginger ground cloves salt egg_white almond_extract confectioners sugar needed about cups,0
place gingerbread bears,	cookies	holiday,unsifted_allpurpose flour ground_ginger cinnamon baking_soda ground cloves salt butter softened sugar egg light_molasses grated_lemon rind decorations as_desired,0
place chocolate mint sticks,	cookies	holiday,butter softened granulated_sugar eggs vanilla unsweetened_chocolate elted unsifted_allpurpose flour chopped_pecans walnuts confectioners sugar butter_or margarine oftened milk peppermint_extract drops green_food coloring if_desired sweetened chocolate butter_or margarine,0
place ginger cookies,	cookies	holiday,granulated_sugar dark_corn syrup water ground_ginger cinnamon ground cloves unsalted_butter or_margarine allpurpose_flour baking_soda liquid food_coloring f_desired,0
place empires,	cookies	holiday,unsalted_butter softened granulated_sugar allpurpose_flour seedless_raspberry jam urrant jelly confectioners sugar milk tablespoon colored_sugar for_decorating,0
place rumprint cookies,	cookies	holiday,unsalted_butter softened granulated_sugar egg vanilla_extract salt allpurpose_flour nutmeg to_taste unsalted_butter softened sifted_confectioners sugar rum_extract to_taste nutmeg for_garnish,0
place kolachkes,	cookies	holiday,unsalted_butter softened cream_cheese softened allpurpose_flour sifted whipping_cream confectioners sugar for rolling and sprinkling jam jelly preserves choice cream_cheese filling opt nut_filling optional,0
place brown butter maple spritz,	cookies	holiday,unsalted_butter confectioners sugar pure_vanilla extract salt egg egg_yolks unsifted_allpurpose flour pure_maple syrup milk whipping_cream if_necessary,0
place friendship cookies,	cookies	holiday,unsifted_allpurpose flour vegetable_oil sugar egg pure_maple syrup sorghum_molasses baking_soda ground_ginger cinnamon ground_cardamom salt additional sugar for_coating,0
place winner chocolate shots,	cookies	holiday,unsalted_butter softened confectioners sugar vanilla_extract allpurpose_flour baking_soda rolled_oats not_instant bottles chocolate_sprinkles each,0
place winner pecan cookies polvoro,	cookies	holiday	mexican,sugar unsalted_butter lard egg_yolk vanilla allpurpose_flour cinnamon anise_seed finely crushed salt pecans finely_chopped,0
honorable mention kourambiethes almond,	cookies	holiday	greek,blanched_almonds unsalted_butter softened confectioners sugar egg_yolks cognac vanilla_extract cake_flour baking_powder,0
calorie-a-bite trifle,	desserts,pears raspberries tinned fresh passion_fruit dry_sherry bottle butter sugar castor flour selfraising eggs slightly whisked eggs salt nutmeg double_cream use whipping_cream double_cream roast almonds,0
